,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,year_week,report_count,er_avail_adrenalin_ordinal,er_avail_atropine_ordinal,er_avail_dopamine_ordinal,er_avail_cephalosporins_betalactams_ordinal,er_avail_aminoglycosides_quinolone_ordinal,er_avail_vancomycin_clindamycin_ordinal,er_avail_lidocaine_ordinal,er_avail_minor_opioids_ordinal,er_avail_major_opioids_ordinal,er_avail_iv_fluids_ordinal,er_avail_diazepam_dph_ordinal,er_avail_heparin_ordinal,er_avail_steroids_ordinal,er_avail_insulin_ordinal,er_avail_asthma_ordinal,er_avail_blood_pressure_ordinal,er_avail_defibrillator_ordinal,er_avail_ott_intubation_ordinal,er_avail_catheter_ordinal,er_avail_oxygen_suction_ordinal,sx_avail_minor_opioids_ordinal,sx_avail_major_opioids_ordinal,sx_avail_anesthetic_gases_ordinal,sx_avail_anesthetics_iv_ordinal,sx_avail_relaxants_ordinal,sx_avail_ott_intubation_ordinal,sx_avail_patient_lingerie_kit_ordinal,sx_avail_disposables_mask_gloves_gown_ordinal,sx_avail_oxygen_suction_ordinal,medical_supply_summary,operability_icu_ordinal,operability_icu_p_ordinal,operability_er_ordinal,operability_sx_ordinal,operability_lab_ordinal,operability_uls_ordinal,operability_ct_mri_ordinal,operability_xr_ordinal,country
901,2019-12-09 02:38:21.680000+00:00,49 del 2019,Todos los días,,Funciona todos los días,No,,0.0,,3.0,"Medicamentos, Recurso Humano",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Entre 1 y 2 días,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,52.0,32.0,,15.0,22.0,28.0,15.0,15.0,Entre 3 y 5 días,300,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,261,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,191,171,21,6,0,18,7,9,3,0,1,14,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No,2019-48,1.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
913,2019-12-13 22:35:02.890000+00:00,50 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,2.0,"Medicamentos, Recurso Humano",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Entre 3 y 5 días,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,40.0,21.0,,17.0,13.0,19.0,15.0,15.0,Todos los días,300,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,270,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,169,149,21,5,0,18,8,13,3,0,1,14,7,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No,2019-49,1.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
920,2019-12-23 18:48:59.368000+00:00,51 del 2019,Todos los días,"Monitores, ascensores, lamparas",Funciona todos los días,Sí,3.0,2.0,"Equipos, Medicamentos",1.0,"Equipos, Medicamentos",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Entre 1 y 2 días,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,39.0,29.0,,9.0,15.0,20.0,15.0,15.0,Todos los días,300,Todos los días,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,251,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,180,165,20,5,0,16,7,13,3,0,1,12,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T03:00:00.000Z,Sí,2019-50,1.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
908,2019-12-28 18:26:05.434000+00:00,52 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,2.0,"Medicamentos, Recurso Humano",1.0,Medicamentos,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Entre 1 y 2 días,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,43.0,23.0,,18.0,21.0,20.0,15.0,15.0,Entre 3 y 5 días,300,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,253,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,191,172,21,5,0,16,8,14,6,0,1,12,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No,2019-51,1.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
899,2020-01-03 19:54:21.780000+00:00,1 del 2020,Todos los días,0,Funciona todos los días,No,0.0,2.0,"Equipos, Medicamentos",3.0,"Medicamentos, Recurso Humano",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Entre 1 y 2 días,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,40.0,21.0,,17.0,19.0,20.0,15.0,15.0,Entre 3 y 5 días,300,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,No hubo,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,262,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,190,175,21,5,0,15,7,13,3,0,1,10,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No,2020-00,1.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
909,2020-01-12 23:48:16.420000+00:00,2 del 2020,Todos los días,0,Funciona todos los días,No,0.0,3.0,"Medicamentos, Recurso Humano",4.0,"Equipos, Medicamentos, Recurso Humano",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,27.0,17.0,,12.0,9.0,11.0,15.0,14.0,Todos los días,300,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,239,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,241,229,21,6,0,14,6,12,3,0,1,11,4,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T03:00:00.000Z,No,2020-01,1.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
928,2020-01-19 23:49:30.854000+00:00,3 del 2020,Todos los días,"Monitores, lamparas, ascensor, planta",Funciona todos los días,Sí,2.0,3.0,"Equipos, Medicamentos, Luz eléctrica",2.0,"Equipos, Medicamentos",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Entre 1 y 2 días,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,38.0,13.0,,15.0,15.0,12.0,15.0,15.0,Entre 3 y 5 días,300,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,267,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,197,178,21,5,0,15,10,13,4,0,1,11,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Menos de 3 días,1899-12-30T03:00:00.000Z,Sí,2020-02,1.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
907,2020-02-08 19:30:08.614000+00:00,4 del 2020,Todos los días,Ninguno,Funciona todos los días,No,0.0,3.0,Medicamentos,1.0,"Medicamentos, Recurso Humano",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,No hubo,No hubo,No hubo,,No,Todos los días,No,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,30.0,17.0,,12.0,14.0,14.0,15.0,15.0,Todos los días,300,Todos los días,Todos los días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,261,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,193,171,21,6,0,16,7,13,4,0,1,10,7,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T02:55:00.000Z,No,2020-03,2.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
903,2020-02-09 12:28:34.277000+00:00,5 del 2020,Todos los días,0,Funciona todos los días,No,0.0,2.0,"Equipos, Medicamentos",4.0,"Equipos, Medicamentos, Recurso Humano",Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Entre 1 y 2 días,No hubo,No hubo,,No,Todos los días,No,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,FAL000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Falcón,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,Gob. Estatal,,34.0,17.0,,13.0,13.0,10.0,15.0,15.0,Entre 3 y 5 días,300,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,271,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,183,177,20,5,0,15,5,12,3,0,1,8,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Todos los días,1899-12-30T01:30:00.000Z,No,2020-04,2.0,3.0,3,3,3,3.0,3.0,3,3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,3.0,3.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Venezuela
572,2019-06-03 19:22:23.920000+00:00,22 del 2019,No existe,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,No existe,,,,,,,,,,,No existe,,No existe,No existe,Entre 3 y 5 días,No operativa,No existe,Todos los días,Todos los días,GUA000,Todos los días,Entre 1 y 2 días,No hubo,No hubo,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Guárico,Entre 1 y 2 días,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,6.0,1.0,,5.0,0.0,6.0,6.0,3.0,Entre 3 y 5 días,160,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,180,Nunca ha existido,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,12,0,12,6,1,4,5,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Entre 3 y 5 días,1899-12-30T00:30:00.000Z,No,2019-21,1.0,3.0,3,3,1,0.0,0.0,3,3,0.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3,0.0,3,2,3.0,3.0,3.0,3.0,3,2.1724137931034484,,,,,,2.0,0.0,,Venezuela
571,2019-06-08 15:29:48.091000+00:00,23 del 2019,No existe,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,No existe,,,,,,,,,,,No existe,,No existe,No existe,Entre 3 y 5 días,No operativa,Entre 3 y 5 días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,6.0,1.0,,5.0,0.0,6.0,6.0,3.0,Todos los días,160,Todos los días,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,,180,Nunca ha existido,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,20,12,1,12,0,12,8,0,4,5,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:05:00.000Z,No,2019-22,1.0,3.0,3,3,3,0.0,3.0,3,3,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3,0.0,3,3,2.0,3.0,3.0,3.0,3,2.3448275862068964,,,,,,2.0,0.0,2.0,Venezuela
556,2019-06-16 05:18:45.849000+00:00,24 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,,,,,,,,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Guárico,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,MPPS,,6.0,1.0,,5.0,,6.0,6.0,3.0,Todos los días,160,Todos los días,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Nunca ha existido,180,Nunca ha existido,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,2,12,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,5,Entre 3 y 5 días,1899-12-30T01:00:00.000Z,No,2019-23,1.0,3.0,3,3,3,2.0,0.0,3,3,0.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,1,1.0,2.0,2.0,2.0,2,2.0344827586206895,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,Venezuela
551,2019-06-22 18:44:48.239000+00:00,25 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,,Síndrome Gillan Barré,Entre 1 y 2 días,Todos los días,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,7.0,1.0,,6.0,0.0,7.0,6.0,3.0,Todos los días,160,Todos los días,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,14,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:05:00.000Z,No,2019-24,1.0,3.0,3,3,3,2.0,1.0,3,3,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,3,2.0,3.0,3.0,3.0,3,2.4482758620689653,3.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,Venezuela
